,,,RA +RA -RA,CLR or OVC,Diverse,0 or 5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVVV 270055Z AUTO 14009KT 7SM CLR 05/03 A3006 RMK AO2,33.35,-117.25,,CLR,210,5,0,KL18,,29.970472,11,10,17,VFR,California,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,335
KULM 270055Z AUTO 16008KT 10SM OVC029 08/04 A3016 RMK AO2,33.87,-117.98,,CLR,210,5,0,KFUL,,29.929134,5,10,20.6,VFR,California,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,308
KUKT 270055Z AUTO 35005KT 10SM CLR 04/M17 A3034 RMK A01,35.1,-120.62,,CLR,260,5,0,KL52,,29.97933,13,8,16,VFR,California,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,160
KTWM 270055Z AUTO 21003KT 10SM OVC050 04/M04 A3015 RMK AO2,33.13,-117.28,,CLR,260,5,0,KCRQ,,29.958662,11.7,10,16.1,VFR,California,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,328
KTTF 270055Z AUTO 13004KT 10SM CLR 01/M06 A3041 RMK AO2 T00051056,32.58,-117,,CLR,300,5,0,KSDM,,29.958662,11.1,10,16.1,VFR,California,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,188
KTOB 270055Z AUTO 16007KT 10SM OVC037 06/02 A3023 RMK AO2,40.98,-124.1,,CLR,330,5,0,KACV,,29.920275,7.2,10,12.2,VFR,California,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,398
KPHN 270055Z AUTO 00000KT 10SM CLR M00/M09 A3042 RMK AO2,38.5,-121.5,,FEW,160,5,0,KSAC,4100,29.940945,9.4,10,18.3,VFR,California,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,198
KPNM 270055Z AUTO 14004KT 10SM SCT036 OVC048 07/01 A3018 RMK AO2,38.72,-120.75,,FEW,160,5,0,KPVF,2200,29.991142,6,10,12,VFR,California,,7,TRUE,TRUE,,,,,,,,,OVC,4800,,,,,,,,,,,,,,,,,METAR,298
KRNP 270055Z AUTO 00000KT 10SM CLR 01/M09 A3040 RMK AO2 T00111091,37.37,-121.92,,FEW,200,5,0,KSJC,3200,29.920275,7.2,10,18.9,VFR,California,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,224
KRMY 270055Z AUTO 00000KT 10SM CLR 02/M11 A3038 RMK AO2 T00221115,38.2,-122.28,,FEW,210,5,0,KAPC,6000,29.940945,7.2,10,15.6,VFR,California,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,287
KRGK 270055Z AUTO 15004KT 10SM OVC040 08/M02 A3023 RMK AO2,38.7,-121.6,,FEW,210,5,0,KSMF,4500,29.940945,10,10,17.2,VFR,California,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,239
KPZQ 270055Z AUTO 13004KT 10SM CLR M01/M06 A3038 RMK AO2 T10061060,33.67,-117.87,,FEW,220,5,0,KSNA,18000,29.949802,7.2,10,18.9,VFR,California,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,204
KPQN 270055Z AUTO 18009KT 7SM CLR 08/06 A3009 RMK AO2,38.38,-121.95,,FEW,230,5,0,KVCB,4500,29.949802,8.9,10,17.8,VFR,California,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,529
EHVL 270055Z AUTO 31010KT 9999 OVC100 07/06 Q1031 BLU,36.78,-119.72,,FEW,350,5,0,KFAT,5500,29.929134,8.3,10,22.2,VFR,California,,7,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,5
KRRT 270055Z AUTO 21007G14KT 10SM OVC021 03/M01 A3001 RMK AO2,38,-122.05,,OVC,10,5,0,KCCR,8500,29.929134,7.8,10,17.2,VFR,California,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,327
KROS 270055Z AUTO 16005KT 10SM SCT047 OVC065 06/M02 A3018 RMK AO2 T00621018,37.52,-122.5,,OVC,170,5,0,KHAF,6000,29.940945,9,9,14,VFR,California,,5,TRUE,TRUE,,,,,,,,,OVC,6500,,,,,,,,,,,,,,,,,METAR,281
EHWO 270055Z AUTO VRB01KT 9999 SCT390 04/04 Q1032 BLU,36.58,-121.85,,OVC,320,5,0,KMRY,6500,29.940945,10.6,10,15,VFR,California,,4,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,17
K96D 270055Z AUTO 20013G19KT 9SM OVC008 03/03 A2992 RMK AO2,37.67,-122.12,,OVC,350,5,0,KHWD,7000,29.920275,6.7,10,22.2,VFR,California,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,290
K82C 270055Z AUTO 21003KT 10SM CLR 06/M09 A3029 RMK AO2 T00631095,37.62,-120.95,,SCT,110,5,0,KMOD,12000,29.920275,10,10,18.9,VFR,California,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,276
K7L2 270055Z AUTO 15006KT M1/4SM FG 02/02 A2995 RMK AO2,38.92,-121.35,,SCT,190,5,0,KLHM,12000,29.940945,8,10,17,VFR,California,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,543
K6S2 270055Z AUTO 32005KT 10SM CLR 13/02 A2994 RMK AO2,38.5,-122.82,,SCT,230,5,0,KSTS,5000,29.920275,6.1,10,16.1,VFR,California,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,16
K6L4 270055Z AUTO 33004KT 10SM CLR 06/M11 A3028 RMK AO2,36.9,-121.42,,SCT,300,5,0,KCVH,11000,29.929134,10,10,18,VFR,California,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,508
K6B9 270055Z AUTO 00000KT 10SM CLR M03/M12 A3040 RMK AO2,36.98,-120.12,,SCT,340,5,0,KMAE,11000,29.940945,11.7,10,21.1,VFR,California,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,316
K5M9 270055Z AUTO 36003KT 10SM CLR 06/M06 A3035 RMK AO2 T00641059,33.98,-117.62,,BKN,260,10,0,KCNO,25000,29.949802,7.2,10,18.9,VFR,California,,12,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,199
K5H4 270055Z AUTO 19007KT 4SM BR OVC004 02/02 A2992 RMK AO2,36.67,-121.6,,BKN,300,10,0,KSNS,11000,29.920275,10,10,17.8,VFR,California,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,490
K57C 270055Z AUTO 14005KT 10SM CLR 03/M06 A3035 RMK AO2 T00281060,34.2,-118.37,,CLR,180,10,0,KBUR,,29.940945,4.4,10,19.4,VFR,California,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,262
K54J 270055Z AUTO 33008KT 10SM BKN037 13/07 A3015 RMK AO2 T01300070,35.67,-120.63,,CLR,210,10,0,KPRB,,29.929134,10,10,20,VFR,California,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,88
K4S2 270055Z AUTO 10SM CLR 14/M01 A2997 RMK AO2,33.27,-116.32,,CLR,220,10,0,KL08,,29.861221,-3,10,28,VFR,California,,11,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,192
K4R5 270055Z AUTO 20005KT 10SM BKN075 05/M05 A3020 RMK AO2 T00471051,34.22,-119.1,,CLR,260,10,0,KCMA,,29.958662,10.6,10,18.3,VFR,California,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,198
K4M9 270055Z AUTO 08008KT 10SM CLR 10/M00 A3033 RMK AO2 PWINO,34.43,-119.85,,CLR,270,10,0,KSBA,,29.970472,12.8,10,15.6,VFR,California,,9,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,METAR,90
K4A6 270055Z AUTO 36006G12KT 10SM CLR 13/00 A3021 RMK AO2,35.13,-118.43,,CLR,290,10,0,KTSP,,30,2,10,14,VFR,California,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,198
K46D 270055Z AUTO 19013KT 4SM BR OVC004 02/02 A2995 RMK AO2,35.43,-119.05,,CLR,320,10,0,KBFL,,29.911417,6.7,10,22.2,VFR,California,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,490
K2P2 270055Z AUTO 18007G16KT 150V210 10SM CLR 00/M03 A3030 RMK AO2 T00001030,33.93,-118.38,,FEW,270,10,0,KLAX,15000,29.958662,10.6,10,16.1,VFR,California,,12,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,199
K2D5 270055Z AUTO 08007KT 4SM BR CLR 01/01 A2999 RMK AO2 PWINO,40.15,-122.25,,SCT,170,10,0,KRBL,8000,29.940945,7.2,10,15.6,VFR,California,,8,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,METAR,407
K24J 270055Z AUTO 07008G14KT 10SM BKN060 OVC075 19/13 A3003 RMK A01,41.48,-120.57,,BKN,220,10,15,KAAT,4900,29.920275,1.1,10,8.9,VFR,California,14,9,TRUE,TRUE,,,,,,,,,OVC,7500,,,,,,,,,,,,,,,,,METAR,32
K20U 270055Z AUTO 16006KT 10SM CLR 10/07 A2983 RMK AO2,40.37,-120.57,,CLR,240,10,15,KSVE,,29.929134,0,10,10,VFR,California,17,11,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,840
K0S9 270055Z AUTO 29004KT 10SM SCT039 12/05 A3003 RMK AO2,34.63,-118.08,,CLR,270,15,0,KPMD,,29.958662,-2.2,10,19.4,VFR,California,,13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,33
K08D 270055Z AUTO 19005KT 10SM CLR 07/07 A2981 RMK AO2,34.75,-118.72,,CLR,170,15,20,KSDB,,30.02067,-5.6,10,12.8,VFR,California,21,15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,684
K06D 270055Z AUTO 19011KT 1/2SM FG OVC002 01/01 A2986 RMK AO2,41.77,-122.47,,CLR,180,15,25,KSIY,,29.899607,0.6,10,11.7,VFR,California,23,16,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,556
KAEJ 270055Z AUTO 19004KT 10SM CLR 12/M12 A3016 RMK AO2 T01221122,40.03,-105.23,,CLR,0,0,0,KBDU,,29.991142,-5,10,17,VFR,Colorado,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2422
KADU 270055Z AUTO 00000KT 10SM CLR 09/05 A3021 RMK AO2,40.1,-108.77,,CLR,0,0,0,K4V0,,30.029528,-0.5,10,13.1,VFR,Colorado,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,392
K9D7 270055Z AUTO 19013KT 2SM BR OVC002 02/02 A2992 RMK AO2,37.28,-107.05,,SCT,0,0,0,KPSO,11000,30.209646,-7,10,11.6,VFR,Colorado,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,452
KDNS 270055Z AUTO 16009KT 10SM CLR 11/06 A3017 RMK AO2,40.5,-107.52,,CLR,100,5,0,KCAG,,30.070866,-1.7,10,6.7,VFR,Colorado,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,388
KDNA 270055Z AUTO 12010KT 10SM CLR 26/09 A3003 RMK AO2,40.17,-105.17,,CLR,110,5,0,KLMO,,30,-6.1,10,18.4,VFR,Colorado,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1253
KDLL 270055Z AUTO 21004KT 10SM CLR 04/M10 A3031 RMK AO2 T00431103,40.05,-106.37,,CLR,110,5,0,K20V,,30.121063,-3,10,9,VFR,Colorado,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,299
KDEH 270055Z AUTO 16007KT 10SM CLR 05/M03 A3026 RMK AO2,37.3,-108.63,,CLR,120,5,0,KCEZ,,30.079725,-3.9,10,16.7,VFR,Colorado,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,353
KD60 270055Z AUTO 18006KT 10SM CLR 08/08 A2980 RMK AO2,40.75,-106.28,,CLR,130,5,0,K33V,,30.138779,-5,10,2,VFR,Colorado,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,693
KD57 270055Z AUTO 19007KT 10SM BKN009 04/02 A2987 RMK AO2 PWINO,40.62,-103.27,,CLR,150,5,0,KSTK,,29.970472,2,10,16,VFR,Colorado,,6,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,METAR,637
KD55 270055Z AUTO 20019KT 1/2SM BR OVC001 02/02 A2990 RMK AO2,38.43,-105.1,,CLR,170,5,0,K1V6,,30.029528,0,10,18,VFR,Colorado,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,491
KD50 270055Z AUTO 00000KT 9SM CLR 11/08 A2977 RMK AO2,38.23,-108.57,,CLR,180,5,0,KAIB,,30.109253,-6,10,17,VFR,Colorado,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,595
KCSQ 270055Z AUTO 14007KT 10SM CLR 08/05 A3023 RMK AO2,38.82,-106.12,,CLR,190,5,0,KAEJ,,30.159449,-12.2,10,12.2,VFR,Colorado,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,394
KCQW 270055Z AUTO 04007KT 10SM OVC060 11/03 A3023 RMK AO2,40.05,-107.88,,CLR,220,5,0,KEEO,,30.070866,-4.4,10,12.2,VFR,Colorado,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,73
KCPT 270055Z AUTO 10008KT 10SM CLR 18/07 A3026 RMK AO2,39.57,-104.85,,SCT,330,5,0,KAPA,14000,30,-5.6,10,17.8,VFR,Colorado,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,260
KCNC 270055Z AUTO 17006KT 10SM FEW044 SCT070 08/03 A3027 RMK AO2,37.15,-107.77,,SCT,350,5,0,KDRO,12000,30.129921,-8.9,10,16.1,VFR,Colorado,,3,TRUE,TRUE,,,,,,,,,SCT,7000,,,,,,,,,,,,,,,,,METAR,320
KCMR 270055Z AUTO 24007G14KT 10SM FEW120 15/M08 A3012 RMK AO2,40.33,-103.8,,,140,5,0,KFMM,,30,-3,10,16.6,,Colorado,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2036
KCLW 270055Z AUTO 30006KT 10SM CLR 18/15 A3003 RMK AO2,39.05,-105.52,,CLR,190,5,15,K4BM,,30.31004,-13,10,3,VFR,Colorado,14,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,22
KCLS 270055Z AUTO 02007KT 10SM CLR 15/02 A2999 RMK AO2,39.27,-103.67,,CLR,90,10,0,KLIC,,30.041338,1.7,10,12.2,VFR,Colorado,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,54
KCLI 270055Z AUTO 18004KT 10SM CLR 04/M08 A3029 RMK AO2 T00361081,40.57,-102.28,,CLR,140,10,0,KHEQ,,30.008858,5,10,16,VFR,Colorado,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,250
KCKZ 270055Z AUTO 36005KT 10SM CLR 04/M17 A3034 RMK AO2,40.1,-102.25,,CLR,150,10,0,K2V5,,30.02067,5,10,17,VFR,Colorado,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,173
KCIN 270055Z AUTO 15008KT 10SM CLR 08/06 A3019 RMK AO2,40.1,-102.72,,CLR,160,10,0,K2V6,,30.02067,0,10,12,VFR,Colorado,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,375
KCGC 270055Z AUTO 00000KT 10SM CLR 15/13 A3002 RMK AO2,40.17,-103.22,,CLR,160,10,0,KAKO,,30.008858,1.7,10,13.9,VFR,Colorado,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,3
KCFJ 270055Z AUTO 07003KT 10SM CLR 03/M08 A3037 RMK AO2 T00311076,39.23,-106.32,,CLR,180,10,0,KLXV,,30.221457,-9.4,10,4.4,VFR,Colorado,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,244
KCDN 270055Z AUTO 00000KT 10SM BKN055 09/06 A3023 RMK AO2,39.23,-106.87,,CLR,180,10,0,KASE,,30.129921,-7.8,10,11.7,VFR,Colorado,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,92
KCCY 270055Z AUTO 16008KT 10SM FEW046 06/M01 A3026 RMK AO2,39.85,-104.65,,SCT,50,10,0,KDEN,16000,29.970472,2.8,10,14.4,VFR,Colorado,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,343
KCBF 270055Z AUTO 16012KT 10SM CLR 12/07 A3016 RMK AO2,38.53,-106.05,,CLR,200,10,15,KANK,,30.209646,-12.9,10,15,VFR,Colorado,15,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,382
KCAV 270055Z AUTO 17009KT 10SM FEW046 OVC055 09/05 A3022 RMK AO2 PWINO,38.78,-108.07,,CLR,220,10,15,KAJZ,,30.041338,-7.5,10,20.5,VFR,Colorado,16,12,TRUE,TRUE,,,,,TRUE,,,,OVC,5500,,,,,,,,,,,,,,,,,METAR,354
KBYL 270055Z AUTO 02006KT 10SM CLR 08/M08 A3027 RMK AO1,39.43,-107.38,,CLR,220,10,20,K5SM,,30.28937,-6,10,1,VFR,Colorado,22,12,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,359
KBWW 270055Z AUTO 15007KT 10SM CLR 06/05 A2973 RMK AO2,38.82,-104.68,,BKN,150,15,0,KCOS,25000,30.070866,-1.7,10,15.6,VFR,Colorado,,14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,910
KBVU 270055Z AUTO 15014G20KT 10SM CLR 25/M08 A2989 RMK AO2,38.07,-102.68,,CLR,130,15,0,KLAA,,29.970472,6.1,10,19.4,VFR,Colorado,,14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,671
KBUU 270055Z AUTO 15006KT 10SM CLR 02/M08 A3037 RMK AO2 T00171081,39.23,-102.28,,CLR,150,15,0,KITR,,30.041338,7.8,10,13.9,VFR,Colorado,,14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,237
KBRG 270055Z AUTO 18016G22KT 10SM CLR 22/M04 A3008 RMK AO2 T02191042,39.48,-106.15,,CLR,180,15,20,KCCU,,30.318897,-14,10,3,VFR,Colorado,21,14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1585
KBOW 270055Z AUTO 31006KT 10SM CLR 23/15 A3001 RMK AO2,37.27,-104.33,,CLR,180,20,25,KTAD,,30.070866,-1.7,10,17.8,VFR,Colorado,27,19,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,39
KBNW 270055Z AUTO 16008KT 10SM BKN050 OVC055 08/06 A3022 RMK AO2,38.48,-106.32,,SCT,240,25,35,KMYP,7500,30.431103,-12,10,2,VFR,Colorado,36,27,TRUE,TRUE,,,,,,,,,OVC,5500,,,,,,,,,,,,,,,,,METAR,354
KBNL 270055Z AUTO 05011KT 10SM BKN085 13/07 A3017 RMK AO2,41.27,-72.87,,CLR,350,5,0,KHVN,,30.33071,-15,10,5.6,VFR,Connecticut,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,75
KBDN 270055Z AUTO 01005KT 10SM CLR 12/M06 A2989 RMK AO2,38.68,-75.37,,CLR,0,0,0,KGED,,30.351377,-3.9,10,3.3,VFR,Delaware,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1055
KBCK 270055Z AUTO 19003KT 10SM CLR 03/M07 A3027 RMK AO2 T00291071,26.25,-80.12,VCTS,FEW,0,0,0,KPMP,4900,29.970472,19.4,7,21.7,VFR,Florida,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,255
KBBP 270055Z AUTO 02004KT 10SM SCT060 09/04 A3023 RMK AO2,28.8,-82.32,,CLR,0,0,0,KINF,,30.029528,15,10,17,VFR,Florida,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,45
KBAC 270055Z AUTO 15007KT 5SM BR OVC009 01/01 A3000 RMK AO2,28.02,-82.33,,CLR,0,0,0,KVDF,,30.029528,15,10,20,VFR,Florida,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,427
KAXA 270055Z AUTO 16011KT 10SM SCT035 SCT041 BKN049 09/07 A3018 RMK AO2 PWINO,28.87,-82.57,,CLR,0,0,0,KCGC,,30.02067,13,10,15,VFR,Florida,,0,TRUE,TRUE,,,,,TRUE,,,,SCT,4100,BKN,4900,,,,,,,,,,,,,,,METAR,372
KAWG 270055Z AUTO 14006KT 10SM CLR 06/M10 A3033 RMK AO2,26.2,-80.18,VCTS,FEW,90,5,0,KFXE,7500,29.958662,18.9,10,21.7,VFR,Florida,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,230
KATS 270055Z AUTO 14015KT 10SM CLR 22/09 A3011 RMK AO2,29.47,-81.2,,BKN,60,5,0,KFIN,6000,30.029528,14.1,10,17.8,VFR,Florida,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1081
KARV 270055Z AUTO 23005KT 10SM CLR 04/M07 A3022 RMK AO2 T00401071,28.77,-81.22,,CLR,30,5,0,KSFB,,30.029528,15,10,17.8,VFR,Florida,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,496
KAQX 270055Z AUTO 00000KT 10SM SCT100 13/07 A3016 RMK AO2,26.6,-80.02,,CLR,90,5,0,KLNA,,29.970472,17.7,10,22.6,VFR,Florida,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,49
KAPS 270055Z AUTO 02005G14KT 10SM CLR 18/04 A3022 RMK AO2 T01790041,28.47,-82.45,,CLR,260,5,0,KBKV,,30.02067,15,10,16.1,VFR,Florida,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2
KAJZ 270055Z AUTO 22012G16KT 10SM CLR 21/M07 A3004 RMK AO2 T02051075,28.23,-82.15,,CLR,300,5,0,KZPH,,30.029528,14.6,10,19.7,VFR,Florida,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1583
KAIO 270055Z AUTO 16007KT 10SM CLR 11/06 A3019 RMK AO2,27.98,-82.75,,CLR,300,5,0,KCLW,,30.029528,15,10,18,VFR,Florida,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,360
EHRD 270055Z AUTO 26003KT 9999 OVC043 06/05 Q1032 NOSIG,27.92,-82.68,,CLR,300,5,0,KPIE,,30.029528,15.6,10,18.9,VFR,Florida,,6,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,METAR,-5
EHGG 270055Z AUTO 26004KT 5000 BR NSC 05/04 Q1031,24.73,-81.05,,CLR,300,5,0,KMTH,,30,20,10,25,VFR,Florida,,7,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,4
EHBK 270055Z AUTO VRB02KT 9999 NSC 05/02 Q1032,27.93,-81.77,,CLR,310,5,0,KBOW,,30.008858,15,10,23,VFR,Florida,,6,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,116
EHAM 270055Z 29004KT 9999 BKN045 06/05 Q1032 NOSIG,27.9,-81.62,,CLR,320,5,0,KX07,,30.029528,15,10,21,VFR,Florida,,7,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,METAR,9
KNFG 270055Z 21007KT 9SM BKN200 16/12 A2995 RMK AO2 SLP142 T01610122 $ ,29.73,-85.03,,CLR,330,5,0,KAAF,,30.050198,8.9,10,17.2,VFR,Florida,,6,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,24
KNBG 270055Z 01005KT 10SM CLR 18/08 A3019 RMK AO2 SLP221 T01780083 $ ,27.77,-82.63,,CLR,330,5,0,KSPG,,30.008858,15,10,21.1,VFR,Florida,,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1
LKPR 270055Z 25005KT 9999 -RA FEW019 SCT022 OVC038 03/02 Q1026 RMK REG QNH 1023,27.4,-82.57,,CLR,330,5,0,KSRQ,,30.008858,16.1,10,20.6,VFR,Florida,,7,,,,,,,,,,,SCT,2200,OVC,3800,,,,,,,,,,,,,,,SPECI,365
KY19 270055Z AUTO 17008KT 8SM OVC006 02/02 A2991 RMK AO2,30.78,-86.52,,CLR,350,5,0,KCEW,,30.171259,6.7,10,11.7,VFR,Florida,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,593
KVNC 270055Z AUTO 31008KT 10SM SCT015 BKN021 BKN031 22/19 A3003 RMK AO2,27.5,-80.38,,FEW,50,5,0,KFPR,2400,29.991142,17.2,10,21.7,VFR,Florida,,3,TRUE,TRUE,,,,,,,,,BKN,2100,BKN,3100,,,,,,,,,,,,,,,METAR,6
KUNU 270055Z AUTO 17007KT 10SM CLR 04/M09 A3033 RMK AO2 T00351087 TSNO,27.65,-80.42,,FEW,60,5,0,KVRB,11000,30,16.7,10,21.1,VFR,Florida,,5,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,285
KU42 270055Z AUTO 33007KT 10SM CLR 14/03 A2996 RMK AO1 T01380025,30.48,-87.18,,FEW,310,5,0,KPNS,4500,30.159449,7.2,10,12.2,VFR,Florida,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1402
KTVY 270055Z AUTO 36007KT 10SM CLR 14/03 A2995 RMK AO2,24.57,-81.67,,FEW,330,5,0,KNQX,1600,30.008858,20,10,24.4,VFR,Florida,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1317
KTSP 270055Z AUTO 29009KT 10SM CLR 14/02 A3000 RMK AO2,27.92,-82.45,,OVC,300,5,0,KTPF,10000,30.029528,16,10,21,VFR,Florida,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1220
KTPF 270055Z AUTO 30005KT 10SM OVC100 21/16 A3003 RMK AO2,28.1,-80.65,,SCT,10,5,0,KMLB,6500,30.008858,16.7,10,20.6,VFR,Florida,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,3
KTME 270055Z AUTO 02005KT 5SM HZ SCT042 18/12 A3023 RMK AO2,26.68,-80.1,,SCT,120,5,0,KPBI,4500,29.970472,16.1,10,22.8,VFR,Florida,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,51
